,block,slot
0,1,4
1,2,5
2,3,24
3,4,23
4,5,2
5,6,6
6,7,16
7,8,1
8,9,17
9,10,20
10,11,18
11,12,12
12,13,15
13,14,11
14,15,14
15,16,13
16,17,9
17,18,3
18,19,7
19,20,10
20,21,22
21,22,19
22,23,8
23,24,21
