,block,slot
0,1,7
1,2,17
2,3,15
3,4,9
4,5,18
5,6,11
6,7,10
7,8,23
8,9,2
9,10,12
10,11,4
11,12,3
12,13,22
13,14,20
14,15,5
15,16,13
16,17,19
17,18,21
18,19,6
19,20,16
20,21,1
21,22,14
22,23,8
23,24,24
