,block,slot
0,1,21
1,2,19
2,3,16
3,4,18
4,5,6
5,6,8
6,7,4
7,8,22
8,9,13
9,10,20
10,11,23
11,12,2
12,13,7
13,14,5
14,15,14
15,16,17
16,17,10
17,18,11
18,19,24
19,20,1
20,21,9
21,22,3
22,23,12
23,24,15
