,block,slot
0,1,6
1,2,11
2,3,12
3,4,20
4,5,1
5,6,17
6,7,19
7,8,9
8,9,21
9,10,7
10,11,5
11,12,14
12,13,13
13,14,10
14,15,15
15,16,8
16,17,22
17,18,4
18,19,23
19,20,3
20,21,18
21,22,16
22,23,24
23,24,2
