,block,slot
0,1,17
1,2,18
2,3,24
3,4,23
4,5,8
5,6,9
6,7,10
7,8,12
8,9,11
9,10,13
10,11,16
11,12,14
12,13,15
13,14,7
14,15,6
15,16,5
16,17,4
17,18,3
18,19,2
19,20,1
20,21,22
21,22,20
22,23,19
23,24,21
