,block,slot
0,1,12
1,2,17
2,3,18
3,4,19
4,5,6
5,6,20
6,7,10
7,8,15
8,9,13
9,10,7
10,11,14
11,12,9
12,13,24
13,14,11
14,15,23
15,16,8
16,17,3
17,18,2
18,19,4
19,20,5
20,21,21
21,22,16
22,23,22
23,24,1
