,block,slot
0,1,9
1,2,11
2,3,23
3,4,5
4,5,10
5,6,1
6,7,6
7,8,7
8,9,18
9,10,16
10,11,8
11,12,19
12,13,20
13,14,13
14,15,3
15,16,22
16,17,2
17,18,24
18,19,4
19,20,21
20,21,12
21,22,14
22,23,17
23,24,15
