,block,slot
0,1,6
1,2,22
2,3,9
3,4,16
4,5,7
5,6,18
6,7,20
7,8,11
8,9,15
9,10,1
10,11,13
11,12,21
12,13,12
13,14,17
14,15,10
15,16,4
16,17,23
17,18,8
18,19,14
19,20,19
20,21,2
21,22,5
22,23,24
23,24,3
