,block,slot
0,1,12
1,2,8
2,3,7
3,4,11
4,5,18
5,6,3
6,7,4
7,8,10
8,9,19
9,10,5
10,11,17
11,12,13
12,13,15
13,14,2
14,15,1
15,16,24
16,17,20
17,18,21
18,19,22
19,20,6
20,21,23
21,22,14
22,23,9
23,24,16
