,block,slot
0,1,1
1,2,2
2,3,4
3,4,3
4,5,13
5,6,12
6,7,11
7,8,10
8,9,21
9,10,20
10,11,19
11,12,18
12,13,17
13,14,16
14,15,15
15,16,14
16,17,22
17,18,6
18,19,5
19,20,7
20,21,8
21,22,9
22,23,24
23,24,23
