,block,slot
0,1,10
1,2,16
2,3,18
3,4,11
4,5,8
5,6,5
6,7,20
7,8,19
8,9,15
9,10,13
10,11,12
11,12,21
12,13,1
13,14,14
14,15,6
15,16,23
16,17,17
17,18,22
18,19,7
19,20,24
20,21,2
21,22,3
22,23,9
23,24,4
