,block,slot
0,1,18
1,2,3
2,3,7
3,4,16
4,5,6
5,6,14
6,7,21
7,8,20
8,9,11
9,10,15
10,11,1
11,12,13
12,13,4
13,14,23
14,15,8
15,16,22
16,17,9
17,18,12
18,19,17
19,20,10
20,21,5
21,22,19
22,23,2
23,24,24
