,block,slot
0,1,11
1,2,12
2,3,13
3,4,3
4,5,4
5,6,5
6,7,10
7,8,9
8,9,8
9,10,7
10,11,6
11,12,22
12,13,14
13,14,15
14,15,1
15,16,2
16,17,16
17,18,17
18,19,18
19,20,19
20,21,20
21,22,21
22,23,24
23,24,23
