,block,slot
0,1,11
1,2,16
2,3,8
3,4,9
4,5,10
5,6,4
6,7,7
7,8,14
8,9,18
9,10,2
10,11,5
11,12,15
12,13,6
13,14,19
14,15,17
15,16,21
16,17,20
17,18,1
18,19,23
19,20,12
20,21,13
21,22,22
22,23,3
23,24,24
