,block,slot
0,1,20
1,2,14
2,3,24
3,4,23
4,5,11
5,6,17
6,7,15
7,8,5
8,9,13
9,10,12
10,11,10
11,12,8
12,13,18
13,14,1
14,15,16
15,16,19
16,17,7
17,18,4
18,19,3
19,20,9
20,21,22
21,22,6
22,23,2
23,24,21
