,block,slot
0,1,6
1,2,1
2,3,20
3,4,22
4,5,14
5,6,10
6,7,16
7,8,5
8,9,12
9,10,15
10,11,19
11,12,11
12,13,17
13,14,7
14,15,4
15,16,21
16,17,3
17,18,13
18,19,9
19,20,18
20,21,8
21,22,23
22,23,2
23,24,24
