,block,slot
0,1,5
1,2,11
2,3,15
3,4,12
4,5,1
5,6,7
6,7,4
7,8,6
8,9,18
9,10,10
10,11,3
11,12,2
12,13,8
13,14,13
14,15,20
15,16,19
16,17,16
17,18,9
18,19,23
19,20,17
20,21,14
21,22,22
22,23,21
23,24,24
