,block,slot
0,1,12
1,2,24
2,3,9
3,4,22
4,5,11
5,6,20
6,7,16
7,8,17
8,9,7
9,10,23
10,11,8
11,12,18
12,13,19
13,14,10
14,15,21
15,16,6
16,17,14
17,18,13
18,19,1
19,20,5
20,21,15
21,22,2
22,23,3
23,24,4
