,block,slot
0,1,13
1,2,9
2,3,16
3,4,6
4,5,18
5,6,10
6,7,14
7,8,2
8,9,1
9,10,17
10,11,20
11,12,15
12,13,5
13,14,4
14,15,11
15,16,23
16,17,7
17,18,12
18,19,21
19,20,19
20,21,8
21,22,22
22,23,3
23,24,24
