,block,slot
0,1,12
1,2,22
2,3,20
3,4,21
4,5,24
5,6,6
6,7,1
7,8,23
8,9,2
9,10,8
10,11,11
11,12,18
12,13,3
13,14,19
14,15,5
15,16,17
16,17,13
17,18,4
18,19,10
19,20,16
20,21,15
21,22,7
22,23,14
23,24,9
