,block,slot
0,1,1
1,2,22
2,3,15
3,4,16
4,5,17
5,6,18
6,7,19
7,8,5
8,9,7
9,10,9
10,11,8
11,12,6
12,13,13
13,14,11
14,15,12
15,16,14
16,17,2
17,18,4
18,19,3
19,20,10
20,21,20
21,22,21
22,23,24
23,24,23
