,block,slot
0,1,6
1,2,24
2,3,9
3,4,19
4,5,22
5,6,8
6,7,13
7,8,16
8,9,17
9,10,4
10,11,18
11,12,11
12,13,10
13,14,21
14,15,7
15,16,14
16,17,20
17,18,15
18,19,12
19,20,23
20,21,3
21,22,1
22,23,5
23,24,2
