,block,slot
0,1,6
1,2,16
2,3,19
3,4,11
4,5,17
5,6,7
6,7,4
7,8,15
8,9,3
9,10,13
10,11,2
11,12,14
12,13,12
13,14,1
14,15,8
15,16,23
16,17,10
17,18,9
18,19,18
19,20,20
20,21,22
21,22,5
22,23,21
23,24,24
