,block,slot
0,1,7
1,2,8
2,3,13
3,4,9
4,5,11
5,6,4
6,7,18
7,8,12
8,9,14
9,10,17
10,11,3
11,12,19
12,13,6
13,14,10
14,15,15
15,16,22
16,17,20
17,18,16
18,19,1
19,20,23
20,21,2
21,22,5
22,23,24
23,24,21
