,block,slot
0,1,17
1,2,10
2,3,6
3,4,14
4,5,9
5,6,12
6,7,2
7,8,11
8,9,4
9,10,15
10,11,18
11,12,3
12,13,7
13,14,8
14,15,1
15,16,13
16,17,22
17,18,21
18,19,20
19,20,16
20,21,5
21,22,23
22,23,19
23,24,24
