,block,slot
0,1,1
1,2,2
2,3,4
3,4,3
4,5,10
5,6,9
6,7,8
7,8,6
8,9,17
9,10,15
10,11,16
11,12,18
12,13,19
13,14,5
14,15,14
15,16,12
16,17,11
17,18,13
18,19,7
19,20,22
20,21,21
21,22,20
22,23,24
23,24,23
