,block,slot
0,1,13
1,2,21
2,3,11
3,4,6
4,5,23
5,6,7
6,7,15
7,8,9
8,9,4
9,10,16
10,11,22
11,12,17
12,13,19
13,14,12
14,15,8
15,16,10
16,17,18
17,18,20
18,19,3
19,20,14
20,21,5
21,22,24
22,23,2
23,24,1
