,block,slot
0,1,2
1,2,1
2,3,17
3,4,20
4,5,18
5,6,7
6,7,10
7,8,14
8,9,13
9,10,9
10,11,3
11,12,16
12,13,6
13,14,15
14,15,12
15,16,23
16,17,4
17,18,11
18,19,22
19,20,5
20,21,21
21,22,19
22,23,24
23,24,8
