,block,slot
0,1,12
1,2,16
2,3,6
3,4,18
4,5,7
5,6,10
6,7,14
7,8,2
8,9,1
9,10,17
10,11,20
11,12,15
12,13,5
13,14,4
14,15,11
15,16,23
16,17,13
17,18,9
18,19,3
19,20,22
20,21,19
21,22,24
22,23,8
23,24,21
