,block,slot
0,1,7
1,2,12
2,3,14
3,4,5
4,5,4
5,6,1
6,7,2
7,8,21
8,9,19
9,10,17
10,11,18
11,12,11
12,13,10
13,14,9
14,15,8
15,16,6
16,17,16
17,18,15
18,19,23
19,20,13
20,21,3
21,22,22
22,23,20
23,24,24
