,block,slot
0,1,19
1,2,21
2,3,3
3,4,2
4,5,12
5,6,1
6,7,7
7,8,17
8,9,6
9,10,4
10,11,11
11,12,15
12,13,9
13,14,20
14,15,5
15,16,13
16,17,22
17,18,16
18,19,10
19,20,23
20,21,18
21,22,14
22,23,8
23,24,24
