,block,slot
0,1,15
1,2,11
2,3,20
3,4,19
4,5,7
5,6,3
6,7,12
7,8,5
8,9,4
9,10,14
10,11,18
11,12,8
12,13,9
13,14,2
14,15,13
15,16,1
16,17,10
17,18,17
18,19,23
19,20,6
20,21,16
21,22,22
22,23,21
23,24,24
