,block,slot
0,1,10
1,2,6
2,3,20
3,4,14
4,5,19
5,6,5
6,7,7
7,8,9
8,9,4
9,10,3
10,11,12
11,12,11
12,13,1
13,14,13
14,15,16
15,16,17
16,17,8
17,18,18
18,19,23
19,20,15
20,21,2
21,22,22
22,23,21
23,24,24
