,block,slot
0,1,13
1,2,14
2,3,12
3,4,7
4,5,16
5,6,22
6,7,11
7,8,6
8,9,18
9,10,2
10,11,5
11,12,21
12,13,8
13,14,19
14,15,10
15,16,23
16,17,9
17,18,4
18,19,24
19,20,1
20,21,17
21,22,15
22,23,3
23,24,20
