,block,slot
0,1,5
1,2,11
2,3,22
3,4,21
4,5,1
5,6,8
6,7,9
7,8,6
8,9,20
9,10,17
10,11,7
11,12,19
12,13,12
13,14,13
14,15,2
15,16,10
16,17,18
17,18,23
18,19,16
19,20,14
20,21,24
21,22,4
22,23,3
23,24,15
