,block,slot
0,1,16
1,2,18
2,3,10
3,4,17
4,5,15
5,6,12
6,7,8
7,8,20
8,9,9
9,10,19
10,11,11
11,12,7
12,13,13
13,14,24
14,15,1
15,16,22
16,17,3
17,18,5
18,19,4
19,20,23
20,21,2
21,22,21
22,23,14
23,24,6
