,block,slot
0,1,18
1,2,5
2,3,24
3,4,23
4,5,16
5,6,10
6,7,9
7,8,15
8,9,6
9,10,8
10,11,7
11,12,12
12,13,19
13,14,14
14,15,4
15,16,13
16,17,20
17,18,3
18,19,17
19,20,2
20,21,22
21,22,1
22,23,11
23,24,21
