,block,slot
0,1,11
1,2,6
2,3,15
3,4,5
4,5,18
5,6,17
6,7,13
7,8,10
8,9,20
9,10,4
10,11,12
11,12,8
12,13,14
13,14,21
14,15,1
15,16,9
16,17,7
17,18,3
18,19,24
19,20,16
20,21,23
21,22,19
22,23,22
23,24,2
