,block,slot
0,1,17
1,2,14
2,3,18
3,4,10
4,5,5
5,6,11
6,7,20
7,8,19
8,9,2
9,10,7
10,11,4
11,12,6
12,13,15
13,14,12
14,15,13
15,16,8
16,17,9
17,18,22
18,19,3
19,20,23
20,21,1
21,22,21
22,23,16
23,24,24
