,block,slot
0,1,21
1,2,17
2,3,18
3,4,16
4,5,11
5,6,12
6,7,13
7,8,14
8,9,15
9,10,1
10,11,2
11,12,4
12,13,3
13,14,5
14,15,6
15,16,7
16,17,8
17,18,9
18,19,22
19,20,20
20,21,19
21,22,23
22,23,10
23,24,24
