,block,slot
0,1,9
1,2,6
2,3,24
3,4,23
4,5,2
5,6,7
6,7,10
7,8,16
8,9,15
9,10,12
10,11,19
11,12,14
12,13,4
13,14,17
14,15,3
15,16,8
16,17,13
17,18,20
18,19,18
19,20,5
20,21,22
21,22,1
22,23,11
23,24,21
