,block,slot
0,1,2
1,2,1
2,3,16
3,4,6
4,5,18
5,6,20
6,7,15
7,8,5
8,9,4
9,10,9
10,11,13
11,12,10
12,13,7
13,14,12
14,15,11
15,16,14
16,17,19
17,18,8
18,19,17
19,20,24
20,21,3
21,22,21
22,23,23
23,24,22
