,block,slot
0,1,21
1,2,10
2,3,5
3,4,4
4,5,3
5,6,13
6,7,14
7,8,15
8,9,1
9,10,2
10,11,17
11,12,16
12,13,11
13,14,12
14,15,6
15,16,8
16,17,7
17,18,9
18,19,22
19,20,20
20,21,19
21,22,18
22,23,24
23,24,23
