,block,slot
0,1,10
1,2,11
2,3,9
3,4,8
4,5,1
5,6,3
6,7,7
7,8,22
8,9,23
9,10,18
10,11,19
11,12,20
12,13,6
13,14,5
14,15,4
15,16,2
16,17,14
17,18,13
18,19,17
19,20,12
20,21,16
21,22,15
22,23,21
23,24,24
