,block,slot
0,1,16
1,2,18
2,3,10
3,4,11
4,5,19
5,6,7
6,7,13
7,8,15
8,9,12
9,10,8
10,11,20
11,12,9
12,13,1
13,14,3
14,15,4
15,16,6
16,17,14
17,18,2
18,19,5
19,20,24
20,21,17
21,22,21
22,23,22
23,24,23
