,block,slot
0,1,21
1,2,22
2,3,18
3,4,9
4,5,16
5,6,15
6,7,17
7,8,20
8,9,8
9,10,2
10,11,14
11,12,5
12,13,10
13,14,7
14,15,6
15,16,13
16,17,3
17,18,12
18,19,19
19,20,4
20,21,11
21,22,24
22,23,1
23,24,23
