,block,slot
0,1,1
1,2,3
2,3,4
3,4,5
4,5,7
5,6,22
6,7,23
7,8,19
8,9,18
9,10,17
10,11,16
11,12,12
12,13,13
13,14,11
14,15,10
15,16,9
16,17,8
17,18,14
18,19,2
19,20,6
20,21,20
21,22,21
22,23,24
23,24,15
