,block,slot
0,1,9
1,2,13
2,3,15
3,4,11
4,5,16
5,6,6
6,7,17
7,8,1
8,9,14
9,10,3
10,11,10
11,12,7
12,13,20
13,14,18
14,15,2
15,16,21
16,17,4
17,18,5
18,19,22
19,20,12
20,21,24
21,22,19
22,23,23
23,24,8
