,block,slot
0,1,7
1,2,10
2,3,15
3,4,12
4,5,11
5,6,5
6,7,18
7,8,6
8,9,13
9,10,20
10,11,19
11,12,2
12,13,1
13,14,3
14,15,4
15,16,24
16,17,8
17,18,9
18,19,22
19,20,17
20,21,14
21,22,23
22,23,16
23,24,21
