,block,slot
0,1,7
1,2,19
2,3,17
3,4,18
4,5,8
5,6,6
6,7,14
7,8,9
8,9,23
9,10,12
10,11,20
11,12,16
12,13,13
13,14,15
14,15,10
15,16,11
16,17,22
17,18,5
18,19,24
19,20,1
20,21,3
21,22,21
22,23,2
23,24,4
