,block,slot
0,1,1
1,2,24
2,3,8
3,4,9
4,5,2
5,6,3
6,7,4
7,8,15
8,9,14
9,10,16
10,11,17
11,12,7
12,13,12
13,14,10
14,15,11
15,16,13
16,17,6
17,18,5
18,19,19
19,20,18
20,21,22
21,22,20
22,23,21
23,24,23
