,block,slot
0,1,1
1,2,2
2,3,3
3,4,5
4,5,4
5,6,14
6,7,12
7,8,11
8,9,16
9,10,17
10,11,6
11,12,7
12,13,8
13,14,9
14,15,22
15,16,20
16,17,19
17,18,18
18,19,23
19,20,10
20,21,15
21,22,13
22,23,24
23,24,21
