,block,slot
0,1,16
1,2,8
2,3,14
3,4,4
4,5,12
5,6,19
6,7,21
7,8,17
8,9,13
9,10,6
10,11,15
11,12,5
12,13,11
13,14,10
14,15,18
15,16,22
16,17,9
17,18,1
18,19,20
19,20,7
20,21,23
21,22,3
22,23,24
23,24,2
