,block,slot
0,1,14
1,2,6
2,3,12
3,4,11
4,5,10
5,6,22
6,7,9
7,8,4
8,9,16
9,10,18
10,11,1
11,12,19
12,13,15
13,14,17
14,15,3
15,16,20
16,17,21
17,18,7
18,19,13
19,20,8
20,21,2
21,22,23
22,23,5
23,24,24
