,block,slot
0,1,20
1,2,8
2,3,22
3,4,18
4,5,14
5,6,5
6,7,1
7,8,6
8,9,13
9,10,3
10,11,12
11,12,21
12,13,7
13,14,9
14,15,16
15,16,19
16,17,4
17,18,11
18,19,23
19,20,2
20,21,17
21,22,15
22,23,24
23,24,10
