,block,slot
0,1,11
1,2,23
2,3,10
3,4,6
4,5,20
5,6,8
6,7,13
7,8,5
8,9,7
9,10,9
10,11,4
11,12,16
12,13,17
13,14,12
14,15,18
15,16,22
16,17,19
17,18,21
18,19,3
19,20,14
20,21,2
21,22,1
22,23,24
23,24,15
