,block,slot
0,1,10
1,2,1
2,3,13
3,4,2
4,5,5
5,6,7
6,7,9
7,8,4
8,9,16
9,10,17
10,11,12
11,12,6
12,13,20
13,14,14
14,15,19
15,16,21
16,17,8
17,18,11
18,19,23
19,20,3
20,21,18
21,22,22
22,23,15
23,24,24
