,block,slot
0,1,23
1,2,9
2,3,7
3,4,12
4,5,20
5,6,17
6,7,11
7,8,14
8,9,16
9,10,15
10,11,21
11,12,2
12,13,18
13,14,4
14,15,22
15,16,6
16,17,1
17,18,10
18,19,13
19,20,19
20,21,8
21,22,5
22,23,24
23,24,3
