,block,slot
0,1,1
1,2,2
2,3,4
3,4,3
4,5,5
5,6,10
6,7,11
7,8,12
8,9,13
9,10,14
10,11,15
11,12,16
12,13,17
13,14,6
14,15,7
15,16,8
16,17,9
17,18,24
18,19,20
19,20,22
20,21,19
21,22,18
22,23,23
23,24,21
