,block,slot
0,1,15
1,2,18
2,3,12
3,4,11
4,5,6
5,6,20
6,7,5
7,8,23
8,9,7
9,10,19
10,11,14
11,12,4
12,13,8
13,14,10
14,15,17
15,16,24
16,17,3
17,18,1
18,19,22
19,20,9
20,21,13
21,22,2
22,23,21
23,24,16
