,block,slot
0,1,17
1,2,7
2,3,21
3,4,11
4,5,8
5,6,4
6,7,18
7,8,9
8,9,2
9,10,16
10,11,20
11,12,1
12,13,13
13,14,10
14,15,3
15,16,6
16,17,15
17,18,5
18,19,14
19,20,22
20,21,12
21,22,23
22,23,19
23,24,24
