,block,slot
0,1,16
1,2,13
2,3,6
3,4,15
4,5,10
5,6,8
6,7,17
7,8,7
8,9,2
9,10,5
10,11,14
11,12,19
12,13,11
13,14,21
14,15,9
15,16,18
16,17,22
17,18,20
18,19,24
19,20,1
20,21,3
21,22,4
22,23,23
23,24,12
