student,exams
8fcb6c720ffdc224a22cac7aecaf0c9cadc8bf24a2197b3e829dd0ac2b4a9c8d,"['MLG76', '1-8973']"
8fceae7275524fcada91af8e6ce31aff323454cb8963e0b13374fcfdf1ee3d85,"['1-5185', '1-8564']"
8fdcf120cd7d09d9dea61318829aed8d550fa6234c19db151e4a7700019753df,"['1-1131', '1-8087', '1-9499', 'MLG62']"
8ff5687f8860c2ca2b9eda2e3ec5a4b374f55f0a78d668ccb0599db30081a472,"['1-0917', '1-1530', '1-7402', '1-10960']"
9000c710e2fe3e4cf2173844f0b1c398ecd19c42d2f191c4d17d4927c497beb5,['1-1530']
900156ac15ae3876356392a81d419827db9b0372bd542a08c193972df255476c,['1-2485']
9006de862e5f1c01595b046db02a94699ff8ed1a661c74f627ae0163a93cc0f7,"['1-8165', 'MLG02']"
9011e0d383a6ac4881b47a36074577e03f8164da1a78662761f26aea50a36961,"['1-2272', '1-5635', '1-7462']"
90137c681a688d4a498c8fc979918561e96e7975677d7e9fe0ff904e00693629,"['1-8165', '1-3135', '1-6678', '1-3186']"
90141c4c9d32c88a46b13d99b9ae609854e02372400fdf348d1ada3390f50dac,['1-7901']
9016ac46b7014e9accf15be7a4c4fcd04d8aa1b1cf9c84e56ca60f2abace661a,"['1-3047', 'MLG08']"
9017cd27ccdd2b7c322a922d453ea928899fb5104407df89addab6230af4c995,"['1-7870', '1-7870']"
901b30007d05473d173d55884d10d7d447c494ee6c99b11afa866b6352ff444f,['1-8766']
901c1896b59024e880de807d949ba4a96682d3d61dd2f2fc4a3b4813cf766aac,['1-9341']
90278642b0bf28bee029404ce9bac417826cfe74c1066b6bfa3759839c1f1c0e,"['1-3026', '1-3254', 'MLG29']"
902d54ac10447499bf5c2178f5a7451c592e2cce29f17dd5128afe4a084e3db4,"['1-8753', '1-9100', '1-8753']"
9030b60947bc004054a17dc4d96c33f2e1c4f4d63fe4e782d6980c4f5c7d24c8,"['1-0916', '1-6721']"
9030cafefc9b934629d7034051eb1040e6ff6afb0c8160e0d4042754b2acc195,"['1-7715', '1-8165', 'MLG02']"
90335f50e3e101dbe6950ecf614d2541dcb0eb78e9f39a20f265cdf4e2e5e0e5,"['1-0691', '1-8681', '1-4394', '1-7302']"
903667fda9a32d258d3e300daa0a3f3ecf10d206b48d3c699d4d91f3ef324f00,"['1-0691', '1-8564', '1-7302', '1-3056']"
9038587978bb493eafde87f0cad88adfa2110a7ae3b6d57cf2f3fa919ef5f270,['1-5819']
9039dc18a2ceaf896f759b272dc99364a6ccf01aafec0ff038bed7fa9da2e49a,"['1-6678', 'MLG09', '1-19755']"
903f5e621091403609401933ddbec17c7d152e0bd98fd0b7c63af4e520cecfb0,"['1-9340', '1-19884']"
90450f508041a2e55213d2731e10ae3eaf676cd914363944427b3ebe203aba7a,"['MLG06', 'MLG11', 'MLG45']"
90490fc0ab5b2efaf14c4c6745507e2dc4f5559c544393ddaf5f1d1ec4186a6b,"['MLG03', '1-1687']"
904c3250d03d15ab9e81ce0e3312117e2929e63ec5e991f1baafea509c11c5c7,['1-8973']
906196ce2e2ad1611abf9d241f392b7756c3c503b35a5ff5bc79a14a11155abd,"['MLG67', '1-3047']"
906322f8bba57558dd0a4f4aa4e137527df229895ba29cc19212d217997b1660,"['1-8484', '1-1687', 'MLG03', '1-3186']"
9064f71a94c04d35f7bf3a9a30669a1eac28977924e82d1ee60a93035a216223,"['1-7425', '1-4776', '1-19093', '1-6678', '1-1687']"
90663d31c8a902b3b51cbdbcc7985a9a6d1398fc91aba71e96edee14bce89288,"['1-2432', 'MLG12', 'MLG06']"
906ea90d90ff3c59348f8026dad669cf425ecc697abe8148f6fcdafeedcd6c85,"['MLG08', '1-3037']"
906f3909ea92dd1e9dcccfaeb1633c1eb5a5dd094f16de0b102471bb09fac707,"['1-0529', 'MLG15', 'MLG63', 'MLG14']"
90731ceb4f183375260d5bfc8bc0f4c7ce7b49b9ab62a4e265f5157098a029cd,['1-1035']
9079f648a09a7a4e595a210d40916f050371d83ea211e6ec4c7aa8987157caa2,"['1-7901', '1-8371']"
9081ffddf08ffb10da39d1e6510f95812d0270e9fec6c153768f79ae15270ea1,"['MLG12', 'MLG61', 'MLG06']"
9083ee3df4eea783222b0189f6b9bea398471173ac4decd2f7e419bbac49b099,"['1-0691', '1-7306', '1-8611']"
9084ab0813981a776dbac33197b6779bd9c79e8ad1849973f8fa9ce9e44f4156,"['1-7720', '1-19755']"
9086d6714181c85e6a4e8e304e837c280113385de6562defd46980d84b6ff39a,"['1-0455', '1-4874', '1-7402', '1-4874']"
908bebb3bf73f79ba09157ffb295154c2638c89925cb93d40df99d112c5835d7,"['1-3075', '1-3079', '1-3081']"
908c9afda2b53f47a8f74253c7c4fd5e15ba011d96e8cfced645ac0aa396a692,"['1-0916', '1-0918', 'MLG82', '1-8754', '1-6511']"
908cc24721ac2842943b55c945b360e20819cbd530668fdcde0a09df73da23bf,"['1-0917', '1-1070', '1-8567', 'MLG33']"
90903224947528fcf883c65f6d47fa10b528291907efd4b3247ef984f58988b1,"['1-5531', '1-8567', '1-7523', 'MLG29', '1-3186']"
909144d5da15e64569bbbd54fd16389fe74a5c83acc65567d285a50570bb9abc,"['1-0916', '1-0918', '1-6957', 'MLG63']"
9096765064971ac7a6ab94df112535bacf0d9b46a8a7ef0d0887b244347b5e55,['1-7425']
909dc821c038800c41af759964d4a74ee859cfbc6f3a83fea94098c887f7fbce,"['MLG67', 'MLG11']"
90a1ed89cd6a53b3faa607d072fad9309d0ec1d126dd74eb09a0c159d48e3b76,"['1-7901', '1-7993', '1-1152']"
90a5eafb9da1202927cac111883819537e229403ab70062f64323c79c0e054b5,"['1-7425', '1-8567', 'MLG03', 'MLG62', '1-19755']"
90a9548cd73c64311b665c06f8602994226d6b7122dd1a699605ee450e4fd393,['1-9365']
90ae2d182bb5511c47549f378c2c6169d218e4b8b02e3075a0602d49635d5e07,['1-1035']
90b072ec4e45da91bd0d872845cb7b96916d026c6a0cfa04e5a263235d23383c,['1-7402']
90b4b26938fbcc90ce227cf62040b6d00e766b5e06751f5b54e46b360f40dc33,['1-8629']
90b5a7589c7bab9888b03f991b6d5bea1b3663ef5472f8f37ded3d3cde8a6499,"['1-8681', '1-6568', '1-6569', 'MLG63']"
90b824ff83ff335f32ef4dbb8e8c26c62cfd7abc9a780fdbfb01c4b7644c47af,"['P1-0004', '1-8611']"
90bbc3456c553e6c3916ac68984b48ee171c72d714f20ed176776de5819b9881,['1-7418']
90bd4114d22e640fd70fdc27170413fd79c0ec96db1c1cbbd9e368b4d7a63c3e,"['MLG78', '1-8371']"
90bd69a8da25ef8eb47aad865b7c6bc1ff4b34af13fc6b986347a1a938bdb70a,"['1-7306', 'MLG15', '1-6727', '1-6568']"
90c3576e961c95676fb1ea5fb4353d8d769df08fec98246211f0174df352a941,"['1-7621', '1-11438', 'MLG56', 'MLG57']"
90c6c31f43781a3ed871211e8df21bbd3ec08151c8f178e5e3b3c940585a99a2,"['1-7647', '1-8766']"
90cca80b2f6dd17dd0986596af52a5af65427506cd06821a743dfb11d75b7251,"['1-1025', '1-1712', '1-1176']"
90d38d566c9cbea532e2275098f3213139e660f1b5bc34522813839f0fc660ca,"['1-8949', 'MLG03']"
90d5644d6b73dfa8ba7e7680e57ad401042a486fdb5052b2e477499b4de48aa8,['1-8735']
90da1d5b65c1bc5ecda7572c4b58fd6b5ac288b4f74e7d0e2f7bcfced538beff,"['1-8165', '1-3186', '1-1687']"
90dd01f58923c59629013caf13d9c57f4a1abd78c2374e6958539e9ea4eed6b5,['1-8754']
90dfcdd2dc51fc8aa0b67a0914de9cb282a77be68dbcb6ab011d0ec7b1e4d491,['1-7564']
90e3454042050da8c9dab0843e9ef6e6439bc4127f5c51486ad883b3b82471bf,"['1-5568', '1-7936', 'MLG64', '1-3496']"
90e66330cded5180272c06ae8952c58267efda95220085718c24aedb6e949c5e,"['1-3026', '1-7733']"
90f6e45db41acad01d1754a19be8ea4e83fa023f59f2666463e3466e1a7ae537,"['1-0691', '1-1633']"
90f88da1d96d3a7f43e40fb42b1d6627fcdceeafe621866c5c2d9abe1fe50197,"['1-2742', '1-8135', '1-8924']"
90fa590dfed69d69b60c26841d35e1a331d6f9b1c8381ff9c9a32cf5cf374725,"['1-3026', 'MLG09']"
90fb94256a9e6fba02233368ece9d3847b2e96d9cc198ad164927dbd534d73f4,"['1-7425', '1-3056', 'MLG12', 'MLG06']"
91011783736c9a6d76f54c0627246cf9d76aab702e59a9be8948ddc15674ec80,['1-8986']
910c45ced0f6535555ea8022cbe3b1f4a6d378cd44ac1e921e0d40d5c6e1ec50,"['1-0918', '1-6569', 'MLG15', '1-6511', '1-6568']"
9113ff709eb9dc64257afb6d62ea394eec3e249e2cb0ea8497688f8d446cee55,"['1-6568', '1-6569', '1-3186']"
9115cc9a0ed729586df9bb186d9e0a51dce9f7a5888055ae6aff2cf646ed1e9d,"['MLG15', 'MLG61', '1-6678', '1-4394']"
911f5cb1fa5a1e51d776f9fe40c4fbefc0d60eeace0465d145c3e570e5bb1017,"['1-8165', '1-8564', '1-3186', 'MLG08']"
911fad15803e6cbf55815c5f648d3c51e9706a1031318fc113d1073e3e456287,"['MLG15', '1-6568', '1-6957', '1-6727']"
9122c05a14f925112957fab4e3f4dfa3c4ba3c8e18017ae12370d9a02a7fd4f0,"['1-8951', '1-7872']"
9123814dadba09ef69a53501dc1a1ab53aaa461bb40ee2e1dbdb1811fb7c2dfb,['1-1099']
91253ccfeab2134e03cb2e94fefb51e00a7921212f890ac32157364c4e43f2cd,"['1-8949', '1-8681', '1-1687']"
91275efd974327f4f8fb34bdc41f8f5ee133687a5ded87a0caa06a7f77b96e86,"['1-7901', 'MLG73', 'MLG74', '1-3047']"
912c2d834322cf1811fbd14c311db10e945a8da47cdc39cf866290b9d9251871,['1-9341']
912f9d5c438f02ffc461a9dd960c473ae376ba1a971079c8e6945a880450cf8e,"['1-1655', 'MLG02']"
913111472f8282b9acb004b4f9d02c0d7c9fbdff21938bf1d316328cf407b053,"['1-2292', 'MLG70', '1-3026', 'MLG63']"
913bd1e582ae5a9d6a6f71afe7e8a46ffd00e113ccfb21d26c2428398936f952,"['MLG11', 'MLG06', '1-3523']"
913d95a41a8f427a678a0a6352ddfb75ff4117967b1f6bf9ee23acb9b6b96d40,"['MLG12', '1-1035', 'MLG65', 'MLG03', '1-6568']"
913e8923b2c5cd5979c4347757ac3b38e07b022f3ac5ebeca7fb01759b1a3a14,['1-8834']
913edd3699d71dac6869492ebe7bbe06e1fb4ca092e43715c5209164c54aef40,['1-7402']
91421d7ffc72b9bdaf518d384c8ffbe0191fee4b055cde26c9b14892363b54ee,"['1-0691', '1-5899', '1-9399', '1-12345']"
9145df5903b88e4a4ad0af08ab83b952236f2b83a6448de5209b0a3b73c8911e,['1-8973']
914637d74f6e7236bdbb41d5f3c8323b6e6f28466275de85002e27b8078031cc,"['1-6249', '1-4394', '1-3051']"
914c2ce29eb38e57a75f060aa5b3a738ec2137baf61efc45d10aeda6052587be,['1-5146']
914f33e641c47c07febbb3c71f2a9a29c56a7901a42d7e0005fc49e83737b5d3,['MLG28']
914f570368dab5f18db63154d90318186a57fb089091ee6b1e36feb3a7f7b4b3,['1-9458']
915162fd3537ee79542b5a48900a774ad170e46c6b9dd9fcaaab116ecc28e13e,"['1-0447', '1-0455', 'MLG03', 'MLG14']"
9154a9199dae797aff018f6f455b3487cf9f0527858a055a3c61fc91c38f075c,"['1-17970', '1-3509', '1-2083']"
9156a3aff3e9d2fa9e482ee3da6d0cad19d364a6c4180d114590336ea28bc135,['1-4413']
91596032f9ed4a400e0cae3f2033656d86dc78fc06f6fbced38f4f55b04d8bb6,"['1-8165', 'MLG12', '1-3135']"
915aaa8c7335c729eceb0584053d4c62d358e4c1bda29ea64e4bb61eb6352ed8,"['1-2272', '1-4874', '1-4874']"
915c3d6401aa217f102300923bf6b3b8f718e30d4895b4b515531016c596b368,"['1-3026', '1-18507']"
915f26a5e2e5da07bf172185eec4cf0137203a492f41c98bf415f1e7f51c1f18,"['1-0337', '1-8564', 'MLG03', 'MLG01']"
91600423cdac5a856c357f206030a2b9deddab5e673139e2cda011af9e980b43,"['1-3523', 'MLG11', 'MLG06']"
91645b5c5ad201edcb976f4a0008be67f71cd24219bfb35c99091411e98b543e,['1-18794']
91656ee1db70fe129fecf928a6099ea5a1098c6827701ec2c38ef52ae2583a0a,"['MLG02', '1-2083', 'MLG08', '1-11045']"
9165dc0adfffa5e8eb778adbfc4409e3f8b93df0b24609deb0c06d89fecf23c2,"['MLG77', '1-5287', '1-1152']"
916914a96293c370c612bfabf813cc72c59b01ac982128e04a1f5507d66b97e9,"['1-8087', '1-9499', '1-8951']"
916ae184bab50bcd24af8073a571a43be2400760291297ccb7ef7bfc3523878c,"['1-7425', 'MLG66', '1-5515']"
9170edee8b7ae49458df1e8a0330e5325838bc8dd59e1cbe57b3252ee516b3be,['1-2742']
9171347d7b9e6076e185ecac78290f0e49d15468b1f974474cf2be51277da099,"['1-11438', 'MLG57']"
91719c726b47ec8d249ca41cadb992474e44c2cb4e0c31e96ea443fd4cb01434,"['1-3523', 'MLG06', 'MLG11']"
91720e54713772a055ce612e1bb533be1923177821877c706914405642cd6a41,"['1-8177', '1-6957', '1-5221']"
91738377c6f76f58814cfb1c65d1e1dea302c87fb1564bc008501c9acfa54df8,"['1-5568', '1-10042', 'MLG09']"
9177edbeea17fd628d0830d1934ab420309311f39f684a4cc101043fbd8f721b,"['1-2742', '1-3496']"
91783ce4395ba84c823098b0e79cda5e91de740cf1690a1e7e7f7fd0cc3efc4a,['1-3174']
9179ea452555cc45da0ee63d2163a300a18d6d63ec039ced38a75d0ff3e199ba,"['1-8618', 'MLG50', 'MLG56', '1-3047', 'MLG55']"
91847ed65d31997a6b4e54601af94735559372f0066fa55f138e58ed3e953728,"['1-9100', '1-7872']"
9188b0287e081563ff39089946250c9fe603c9edaff8779e9ce0af4937207d45,"['1-5899', '1-7172']"
918a250b8254fa810ddadf24296c4f3e01bdd6295edcfdc891e134468a587b28,"['1-3047', '1-18507', '1-8287', '1-10808']"
918c030374fd591948babc26a843796dd649faf11438575f089d66986c1e3cbb,"['1-8718', '1-7872', '1-7523']"
918eebd41f109961cd3819a77e5a44a3454687cd1b45d6e7c64677c61456dd4f,"['1-9340', '1-8681', '1-3300', '1-19257']"
918f97b4d49f220892ebdb355b8589ea945903677870a1faf685eca8cddd4672,['MLG76']
9191e3a61fcf5b0eb8f69655e14cb26f29ac3b9668244ceb7ec90adf87318482,['1-0691']
919256ec3e3368db72fdf5dac88d9a875005afb4db028c696b2853007c61bcdc,"['1-6661', '1-6721']"
9197ad8d9b8f39c5b5b58417dd01999b9de34fff299ac48f277d1ed9dfc13939,"['1-0708', '1-0916', '1-0918', '1-6511', '1-8611']"
919b94a0892d87bdccce4dbd2f61d40d6a2ed3800ab37f3f23fb4337d42e37ff,"['1-1530', '1-10919', 'MLG02']"
919f32b19594d2a0ff3704c5831256c07c273669047ea13b596e9e7745098478,['1-0691']
919fc8cadd4034076a54df60356b58c979e57b6b596ed519abeea14d8a0981bb,"['1-0677', 'MLG06', 'MLG09', 'MLG25']"
91a23ca62e39eca6d42d2503e5684fbd823465c63a42fd8e801cb0b976ae2e4c,"['1-8750', '1-8735', '1-8611']"
91a67244f55b34d7d47a5e115c8454c65c53de88bc00057d113ce2dbd5aece1c,"['1-5185', '1-7636']"
91a7266557f0232e3b991991ae7ccc457c646a141ba786e96a3fa2288524149f,"['1-7899', '1-8165', '1-1047', 'MLG02']"
91b258aa693f8325ade030bdbef56da384640f8089a14c935b4b0e21899786f7,['1-8121']
91b75f4148a25a710797a9ed9d673e3d9582d1b45dc7e975067d4c8d06aadb57,"['MLG73', 'MLG74']"
91b798b06d14943930a8244d46a62f9e2a2452409d975ee4678b98be594c9c3a,"['1-3216', '1-3186']"
91c3d6abd23b223f290706fe6f8f30f4d43dde5a3f995411962547583a82524d,"['1-0691', '1-1633', '1-4766', '1-3026', '1-8666', 'MLG53']"
91c425595bba18f1e0f606174320cfb18bec74593ff0bd874137ea28c2cedeb3,"['1-7870', '1-7870']"
91cdd22c563b78d816ebd146f52cb971dca41ef9eee1ef9d2d9c35a6fc9a89c8,"['1-10960', '1-9621', '1-1005']"
91d20b38653293392d23efc41b6827972175c630ecd65e40ff81063543fe554b,"['MLG59', '1-7523']"
91d46a7427178a478c22b4e364a06f7371f331a1e2743691a3d7533d082c1eb7,"['1-8924', '1-11189']"
91d584d1df73fea0bfd0d02d20678a666e4b590af5d69f6428db9b22d6ca1ee0,"['1-0916', '1-9340', '1-19884']"
91d643b83a78292f7de739bc1444bb731feaa63bb39c2a9af0d48bdb76d16fd0,"['1-7425', '1-7486', '1-7499']"
91da3d22ec201f332d436de5cbad4b751b153a0f8db1e321b855122f4ab8f2ec,['MLG76']
91e349801c0cd54688402ecebd1dbe9669a305bd0d658ccb5fb31a66b8700b61,"['1-4766', '1-18973', '1-8611']"
91e3a59b8d96376fa98b19c85f0cb6ba68dbdc3db7cee3c66ed417cb70a3b817,['1-7943']
91e57658e6e719286e415936a179a6ba050958a676c7c15d54f6fc89ba8f7c71,"['1-5635', '1-7172', '1-7460', '1-6569']"
91f1770773975d4c5b3013c4914ed370e7f5ebeb38923a05b776fa6400ac5eb6,"['1-5899', '1-9123']"
91f4a3d4bc28f12e9cde2c273458df8f07c2089ad0b6c82f13cf6298c374591b,"['MLG12', 'MLG06', 'MLG45']"
91f4dfbcc938a93b19111fc03b7cf6796caa23a242dcf896946cf120051c99cc,"['1-9071', '1-1005', '1-1655', 'MLG03']"
91f5c3a17564997579c79c9de326b787b5509ce24cffea1ef92d62c33d99c2c1,"['1-0916', '1-6166', '1-6957', '1-3056', '1-19755']"
91f6ce774389a26d366688149b7f2758ef4d7ea268355a3076d949aef082b499,"['1-0691', '1-1633', '1-8019', '1-8611', 'MLG15']"
91fa665d19458dc3f2d0be4b8df22fd3b3cb402c9edb2b1e35b9569e2f7e13dc,"['1-9040', '1-3186', 'MLG40']"
91fc7c12fcf779597be91d8d38082fd57b5f1857ba8ee40cbfe837f8084fdda6,"['1-0677', '1-7946', '1-6625', '1-19755']"
920359b6f2f6eda8b6433d2931064af6791aa64b3ee051b9aed5755db49905c5,"['1-9260', 'MLG09']"
9203fb5e36dce25d90fc5e6ff4ab30f629517e38844c59daf71be4762be9f5c5,['1-6661']
92054e0be0aec196ad2187154f44d7152007144d380db202e0fbfec9d2b6c828,"['1-1964', 'MLG14']"
92084f70cc333bee61b7aac97b3d8bf4e67d0997618a4ffba6e26e1a8555716e,['1-11209']
920b2c3616d720ec282a636e4c2a4a4778e1099d6a89961528519d4545543dcb,"['1-0691', 'MLG83', 'MLG53']"
920bd60adee488753507f88fd175c91895288ef90384d2cfb597b26a7981729d,"['1-7901', 'MLG76', '1-8371', '1-7057']"
920ead22f640232b6b3799ac3bbaebf822683be7d52af5185885adfee3f279fb,"['1-0708', '1-6568', 'MLG15', '1-3186', 'MLG63']"
921046e32bfcfac0302518d0d47e24eb6f4dc3fd713256f262f74d444e454094,"['1-9114', '1-9287', '1-8371']"
92135e265f74f21efb98682a33813b41d2d1b6be3813647b2e89d18713009bf8,"['1-8187', '1-9351', 'MLG14']"
9213f8c86ca4ffd23ae2b9951f553951dc599063865badd362f777413566c3d0,['1-10018']
9215fd7dee97df5317b40805636bb891f270b6c9195eed860a33e0498d8054d9,['1-7720']
92185af0ba25feb4fda9328e1d9fadbe4c0a1ef0be10d4e4e3ce71dd6ce3d068,"['1-8729', '1-18816', '1-19108']"
9219d1dfdcaeaa862287056045507ddf60db2a4363258e129b856cecad3bb403,"['1-8718', 'MLG04']"
921ed82da786399dfa6225b9c213f7c5e6e668373c8f8352e4b5bd6f52705b6a,"['MLG67', 'MLG02', 'MLG36']"
9221ff07ce370d9be99fa94c711c503dae1ee06fdc05cb789fa0a1c13c836f95,"['1-5635', '1-6953']"
922213b51f42ad4483553bd6df24a32e9356c997d5f160e37364c90a5aa74bbf,"['1-8753', '1-8753']"
9222c86c35cd38648449b6ee1d70132249bc3ad69170afcdd228fdad92b1d192,"['1-1964', 'MLG11', '1-3523']"
922938192daa197d553cb6eccbe34d949ee91a9da1c6c1e577968f9f0e389cba,"['MLG52', 'MLG50', 'MLG56', 'MLG55', 'MLG51']"
923e6c4c1f5faa965e7a846aecdd27ed9003dd7091956bb350b021eaebe3a68d,"['1-0917', '1-5531']"
9244711d0829c9c2ab3cf3df3c554ecfc41f3cb2869281c1226350f49cd49806,"['1-0541', '1-6569', '1-3037', 'MLG14']"
924edfaba6608433f0e104f69588f754ec4031663427de66c042f6df77b18540,"['1-0708', '1-0916', '1-0918', 'MLG63', '1-6957']"
9251e50556f13bf9ec3260e187b2891293da1123b9387d0381584607d17757fc,"['1-1070', '1-8055', '1-8044', '1-8053', 'MLG82']"
925d8108db7bf3e5caf964a3804d0e18d92902b044a3e5aef03d8b29a351aeff,"['1-0691', '1-8681', '1-1136']"
9261190edeb12cdf27c2006cab549356eaeda8a6021fca934eb9bd74e336ce7c,"['1-4011', '1-3037', '1-3186']"
926eefd468f160930f8d0154970119caaa4d8eaa8357a6e6c0f04b9b88b2051c,"['MLG42', '1-3257', '1-3405']"
9273c90134d2312a6d7182ad277446de7dd660928842035706007bfa76ae6b6a,"['1-6568', '1-6727', 'MLG15', 'MLG63']"
92771dda558d3c568f1a4e4b420c226c56720a53b076f1dfd44ec6871ff00b5f,['1-7539']
927777b1616cf305bb1f7a8009a88d79d7c94d106afa6796bc5cd773c2ebf946,"['1-5635', '1-6957', '1-3056', '1-3496']"
927aa3deed455877f5d586d88ac8971f09296bf30ee383a82768da3586edd5c9,['1-7081']
927c3476008ce7b14af4e75da2f07529ae155655471b2808d832a66059ef4ec6,"['1-2272', '1-7462', '1-7589']"
9280af14415b32819951e91b5728c21dab6a9ab67cc0224bf507e78e4af7bee6,"['1-0582', '1-6501', '1-6506', '1-6764']"
928f4b90ededef5c299199f12e6900e8326cb4e047a684b445cadc79a7a3b334,"['1-5531', '1-9285', '1-8951']"
929df3ad4ae365dfa753783d503e8860030e1743eb8c3c28d3274f7ae1046520,['1-10725']
92a32d40e6dda3652a4a89c26fe4d97bb9f4374f63017075cedbfbf4f3528acc,['1-6957']
92a537b255090e17b00c181fbf00c289011648706e42b22b75d37ff30db5b568,"['1-7901', 'MLG06', 'MLG73', 'MLG74']"
92a743fd618b35e5c345d059b17788d0e037da73fdfd87c6fbaaa6cb824bb6f6,"['1-18927', '1-3075', '1-10305']"
92a811c3c7dd5dc7543767ea4de84b2525682579c4d317408893fd6329d444a6,"['1-5899', '1-19755']"
92adbbfc02fc45cc30e3d6c599a1e388752bb8a07d17fbfc6b7560056f92e681,"['1-4011', 'MLG38']"
92adcba83c791492ced59a3999b73dedbf6050161f29083b2e87cca3a5650de5,['MLG45']
92b172f7114e0022d172557de27b3bc557b33257330f19180c8642e23b27924a,"['1-5531', 'MLG08', 'MLG36']"
92b7dfe5209a13892a153a2edf16b1eb9e494b5d96e552b3d8e13e61afcf0f56,"['1-0691', '1-7901', '1-1136']"
92bb38a5d206d73fcf23a4ffd2967fa24a8db7cd29c7ed798c83afad39e76526,['1-1099']
92bbe69f6a4505a356b9a2534a3fccf46f28784de22cb32b5e0f311f1bac04fb,"['1-6214', 'MLG15', '1-6678']"
92bc1d8b3f24280195f5e63137f0e37b7df3933d1d53c2b1a6d0e9a0e63efdb8,"['1-7901', '1-3496']"
92bf54f1750d553d3915bb3fab35b3a6ba1243730eeadc683b4f4f312c7e8aeb,['1-7581']
92c2ef87f8a3f88a3305e8b36642378751d889778b5b158a20ee6f2a36ada193,"['1-0708', '1-1119']"
92caefd674414bb3517dad3eb84c96ccd450cab446260450f6839e9718d8b12a,['1-7567']
92cbf6a0287d26c28c81711543f5dcc38441a6c117aa5ebf9a75bb8710395dd1,"['1-8177', '1-3477']"
92d7a906d456be49a495a1714429098201724f4bef96133bfc06e0d8ac81d5e7,"['1-8718', 'MLG83', '1-19755', '1-5228']"
92da59eea977bc21129834069c2b4431b71791f7654b34c286501371fab327b7,"['1-3026', '1-4397', '1-7733']"
92da8f4cc25bd25e584c2da19127bf243076fef78c8f469922e12cc09ec1fc72,['1-8567']
92db0bd67e4014266b6f1ca53a213d042cfcb182fef7992d06ae3b18264e2613,"['1-7936', '1-7946', 'MLG11', 'MLG06']"
92dccd120dcd2988c334ca1816503fb34de9a4f8dc96f74d24c02ab76bda826a,"['1-8165', '1-8567', 'MLG02', 'MLG37']"
92e4df8a1dfb43e51405080f44c5130844f8c4ca4bbadc68f68ccebcebc28fe9,"['1-2742', '1-8567', '1-3047']"
92ed7e1c55d39457f06321d4496014191b25e394170ade22ae413f8fc972b952,['1-5899']
92ee239f28b198d847f34b173c11589f7c1641707dc11e5cec18424bf1a8c339,"['1-3026', '1-8484']"
92fc55fe97f4129187ffb5a1d851e6c56f910f087b45dad49132bacc3ca2274f,"['1-7723', '1-2318']"
92fe36e603bf03732a88b5be0a245de121d95a55958405231394da9161918d3b,"['1-3246', '1-4397', 'MLG36']"
93048269a42492f30c31a96b6a24969f0feda0130184870827b16f1631799029,"['1-7656', '1-9543', '1-20046', '1-6029']"
9308e4d23232faad732616a49da9bbd725e3e0948470d7f511e90edb6fea9546,"['1-1633', '1-4766', '1-7402', '1-7946']"
930afb437885449148c55a9fabef74f7df4261267543b724ad650175a29d040e,"['1-0984', '1-6214', '1-6721']"
930b725b881e7cd2855b21543646b1c3ac10e6e468e1da414abbd0a0faa21168,"['MLG67', 'MLG73', '1-4394', '1-8023']"
930bd4c247e124df539920b7fb1ccc0898dd9f07ff1f9e11c56ea14b0d99840c,"['1-3405', '1-3047', '1-7302']"
931680eef12cfbd28483d4dd52bba5646820570d8f9d30b65bb2a319a65b3f07,"['1-20046', '1-20065']"
931880b4dc72b3e35ed03fc1becd73d537f3995aeed0ed44355e73697416f24d,"['MLG73', 'MLG74']"
9318e45988d20944f803ee4a82f7800575444c37c18d6cb2c5959a816d3db251,"['1-7899', '1-18635']"
9322b67d6dbb9c708accabf9198efa826c7aa6cab8cc96dabebca7394272995f,"['1-1514', '1-5531', '1-1655', 'MLG03', '1-1005']"
932473b99318fb888a5f0f964dcd1e49897c264949ac3be19d93b6f74dac63b9,"['1-0487', '1-1131', '1-1035', 'MLG65']"
93278e40a3b509c00c2ca6a77c509d755e54fcb1b4c9b6569bf9c3367c3894b9,['1-0916']
9327a0c4a590e35f81a70682005f59aec29447d5287667524ea1b7674de33e84,"['MLG02', 'MLG08', 'MLG36']"
9328e0b20492e769da15c5ff48c4c3ebb56c531e235d072e4baf60389375bef8,"['1-7425', '1-7518', 'MLG62']"
932a0e7bb157400d5879b08736e7f4b5136386c54873dfdcd3a79fda66f53c99,"['1-1530', '1-8019']"
9334a995a381d0f44b38ac0a5c4317c4b4a0e105eca3fdcf3e93612b77788585,"['1-3405', '1-5303', '1-3254']"
9335737fd8dd060c6d54c4a78dec6d992a5d53c09371bfb9507259db6ca2bbf1,"['1-8729', '1-19109', '1-18816']"
933809d0e3aa31b3bf426c7acdc92dbfb5fce84fa123a1498554aa775ab3e301,"['1-3246', 'MLG62']"
933ad8e83b88a9110e772b5818691fd7fc450fb19c5fbc9ed528e95d9f8071f1,"['1-7172', '1-7402', '1-9157', '1-8058']"
933b67de051e79c4eeed69ae6975f8081f27b3d0049fb59c184ba9cdbd40ea7b,"['1-2272', '1-4874', '1-4874']"
933cc1fff358740a720ed143870671aa8a098712af2f7d0c446e4db1017ab4d5,"['1-7453', '1-7467', 'MLG32', '1-6501']"
933e238a0e93072e2865dfb0d8a8b60a26aa6822c22e88ecbcbf3b4527b2a74e,"['1-3523', 'MLG12']"
