student,exams
0ccb0ec2d1a38bb97eb4a892cb343adc060b3aa6aec73c0c1e3e8de9b4387c38,"['MLG47', 'MLG50']"
0ccd171c3f80d03bca5e6a975f1e0e0cbed437e4414ae95a0a00908beb12809f,"['1-5899', '1-9291']"
0cce884e0c864f276df872f1c67af22c24b4d42433f334a23a82be716f5af091,"['1-7172', '1-8916', '1-18973']"
0cd2132d0a708b0498ed5a950f3550749bae82c82dec76b0baaaae5054ec528e,"['1-18435', '1-3047']"
0cd29cee35c561d1619e5c9d2b8652e88e46c031780dd08d320ca4b881668857,"['1-6678', 'MLG11', '1-3523']"
0cd63a87577d0fe697041c82e648ef992c60e4ab97b0ddb533b4f8a68166f13e,"['1-1070', '1-1633']"
0cd80891886c9ffdb6499cec7ab475cd4fcc359d34d483072bbbcd4c15333aa4,"['1-0708', '1-7518', '1-7946', 'MLG03']"
0ce2fc19016d22ca7a920929ae2556152a885e5af01fc97f4341c42de283496d,"['1-0429', '1-19755', '1-20077']"
0cec8b2c5f0c2cb4bf539c184d125bd19f7eaf50c8612005051e3d2ceaad2d41,['1-8545']
0cef2072383ea3025eaaf94a27aebc244d939a08128963daeec8805acdd02f7d,"['1-7402', '1-9291']"
0cf4d8158ff430d6f74a651d05d4c9a8abbe57db5ab7454dd995ee45db9244f0,"['1-8497', '1-9542', '1-1687', '1-4776']"
0cf6a9a74cf22578cab14004b74af45e9fe3e811b0fd4c3b5f613834c9cf67e2,"['MLG02', '1-8371', 'MLG40']"
0cf6b8f823fed4c1feb89faedf6b8ae5b6afeb1b08c452b54b46c2499fafcf50,"['1-2292', 'MLG70', 'MLG15']"
0cf8747ed76cf6ff7ad548df298280f3b100b238422ceaf9bb0d77777aaa6e43,"['1-7733', '1-7522', '1-4397']"
0cf8957fc1541514b34e8c283663d8d1f74c5968ced9aec162732ccd83fbe8ba,"['MLG12', '1-3405']"
0cf91ff7f8918811f25e8dc9257f4b0950d22b9dbcb10c6e0107b4bc0fa151f6,"['MLG59', '1-8611', '1-8765', '1-10018']"
0cfbf9ffac2cd2f1bf2a301e273eea31b2498f8925b379dab82fe1dbf4366e77,"['MLG68', '1-8928', '1-6737']"
0cfc580c859e9b5237a5e5a216464eab7c470d58485e0d1e7e5c950cd9c6a394,"['MLG67', '1-3186']"
0cfc5b92696670dde73a4f188229c7c46b0a1de94bf5e0abbf4a8268a7dad781,"['1-18507', '1-8287', '1-10808']"
0cfd5e2f8ffbfaa5c81d9f4accb09fdf232077544ae6a2e92a87589facc7ab16,['1-2742']
0cff9b7bec9273e9478429a9ed8de9f8c3528da3a8e0e7f97bf942133b605177,"['1-7721', '1-8834', '1-7971', '1-7302']"
0d0422154e08c82c039dc9b275950ba7aa075ea107cee491c39f6bef543f75d6,"['1-5635', '1-7460', '1-7462', '1-8567', '1-19755']"
0d085107b2e99a440f09bc6799e424109d5ebecf18ce4c31116816ccdd81e1b3,"['1-2742', '1-5635', '1-7172', 'MLG20']"
0d09ee79585938d8d9be027ba923e4c9bd7c7b24d413ccaa0b6e535ef979a461,"['1-1633', '1-8019', '1-7302']"
0d100906b50fcc7afa9bb472394e4d2fe0bfd74db249759a5b364b570c97772e,"['1-5899', '1-8121', '1-18045']"
0d1059ab549331e92a4d9ad83f0c65e615bfe2c7273944db6ab8fff9cb27ea9c,"['1-0582', '1-8611', '1-6501', '1-6506', '1-6764']"
0d133f6efd210ea6fd09ded9f132f0a2f78b8fff7bdf8097f07a37ecd2a188af,"['1-7462', '1-9340', 'P1-0004', '1-19884']"
0d185acc677abe42f7776cda8457e99a8a07f10cda065fe8afd1ed37dfe443ad,"['MLG73', '1-8480']"
0d1d609571d498a779fa2dd5f8face42591706f87a476bc1015a0bfa5fcb8245,"['1-0447', '1-8186', 'MLG03']"
0d1f0499ab04c473241dcf3381ce4398453c53bd29725aa26021fbde523eb671,"['1-9276', 'MLG55', '1-8611', '1-8613']"
0d1f602f9d1c17a0eca718fab408e0077c3eb5f5cc91c33d82786504e086e116,"['1-8729', '1-18816', '1-19109']"
0d2a1c96ebba0f583fce0f3cc082430d7e7fd78cc2792a025a7b3a2954b6a8a3,"['1-0691', '1-6569']"
0d2b85972e208c7dae2f593deac5c5428ba430398cb93b11506fa9f0d52de97c,"['1-1633', '1-2742', '1-8135', '1-8924']"
0d35fff7691f020378961fb66b9402f83023ee6ae02accc118798b18817f2424,['1-9365']
0d3a6baa2141db022d9e44eb89fa3596780c24351d057c94d79eae8c7f2437dd,"['1-8564', '1-9473', '1-5228', 'MLG36']"
0d3ad7700d462b85245766006fae1dc4899c7e6718a119626c6f39aa3928da32,"['1-5642', 'P1-0004', '1-3302', '1-19257', '1-19192']"
0d4998ca006a2fc7d1d6c50aa6a968a18f9b275a5a6a07ff29112b91d553b0a9,"['1-8165', 'MLG73', 'MLG74', '1-8484']"
0d4ec070ccf47fdc7e43ce3f6cdf91003d73e6143a0b7d62f4450b28a216cc47,"['1-0984', '1-3056', '1-9436']"
0d5eecd83a7ffcdc4e597d34dcebc829c83db25f42bf28ad2cd1e76dcd1890ff,"['1-3174', '1-7402', '1-8916']"
0d5f483c5d9d703e5c8694685c4435f1e5d21c9ddb030d6f90d1885104af0084,"['1-8949', '1-19755', '1-19891', 'MLG82']"
0d6cba23c8b45c674f1126f74a00bc0c41ca50900c0c843d9e05ef2fd0d83f63,"['MLG29', '1-3037', 'MLG08']"
0d75629aff9cdcd3e6a439df5e1e8c9e620f5c17637ae916ce4892b1a3f86a0e,"['1-0983', 'MLG03', '1-3186', '1-5228']"
0d7d796908c3d7f6ef191c1bf32be7c247201ba4ae0e911d3b96c9d90bf0c7c8,['1-6214']
0d7dee256495d778b8670c0e988b7d6f86ba04835f220d0f35626bdc551a6fb9,['1-7579']
0d7e1c32085bea96e5084f2ad1c2d8cf86e6ae7091fabe0b709303e0b1cb3f0a,"['1-1131', '1-1119']"
0d7fbd439333663f12ea07edcebb21520599df445cf80d14dbb1f9bd08adca15,"['MLG12', '1-3405', '1-6678', 'MLG13']"
0d8054f6ae8ecf50330adc7b2036279265e073f73c565108040cf06684f2bfbf,"['1-8087', 'MLG62']"
0d80ba6d4ec273ad739eac0f7315907a0ee00735fcbaf24c557ebe171ac4c499,"['1-18045', '1-5819', '1-8371']"
0d81aa9a5fe3c2869bfdb0f38bea0fcefb88f5544cdbb1bcb25fe56c94c4f415,"['1-3174', '1-7402', 'MLG24', '1-4394']"
0d8dbf68efbc676be8a43671b80d946d4294e0fc55f86108a8b8c1721a3974f8,"['1-7567', '1-3491']"
0d9a6ead68fe224006b7a612b19ce3a6130649e4d9308e02f9db383f90fb3f04,"['1-8678', '1-8754']"
0da04bca7bc7dfec842f7077b145f8902c12cb7bdc5a759da7acb67ed438594d,"['1-1514', '1-1687']"
0da335a1b45b4197815e6966e564706db09e6562278f194aa2d062528bbe2903,"['1-19257', '1-19884']"
0dab90a69dc6316fcb588e269470e82e18a23896aca877b37e7aeb34bf2b9461,"['1-1131', '1-7872', 'MLG62']"
0db5c78cba92af4e2cc780e980fc6245cd3a3b220add57116b796456f7fcfe15,"['1-5531', '1-9294', '1-3186', '1-6568', '1-6569']"
0db9d0863d13fbaa365c6476a44502d648ad49eaed4eda52adc73069cedce453,"['1-0708', 'MLG12', '1-3405', 'MLG27']"
0db9d497b45f3ffb73048ee2420fefbbe62e8f08df73aedf30a8bbae9f876c75,['1-9644']
0dbcc74471533c5777a7be59580fc940b7d77d9926f1a1de9fab407c36e8a6e6,"['1-6661', '1-6721', '1-6533']"
0dbe0c7a79758fa49aa5606f1fdee4c9cf35d9b829de38a5f205d08f0f596145,"['1-7425', '1-9522', '1-6727']"
0dc3ab0e515c82ee5b44d4a4eebf92c30b88fc045306347d0d38ab3950f06965,"['MLG08', '1-3026', '1-8666']"
0dc776d6286dfb17f26eefd8a35a3284a3c8fa0fe96531b1a92759f0688a5479,['1-7943']
0dc8f79d2f47efaef998cdbc4997a00b68433bf1f21732672404723a59b5c7f9,"['1-0983', 'MLG67', '1-8284', '1-3509']"
0dc986e92af0acf8f754c215b62a33d71212c7179f5d68d0b4371074cd4358b0,"['1-1530', '1-7488', '1-8681', '1-4397']"
0dcec20e6bb40353e69ef5ef0e60bcc510080371b6f6d4323f06bb2b07a10637,"['1-9197', 'MLG66', '1-1763', '1-8484', '1-1035']"
0dd025576003cdffeff8bcb6a1ade41270ee251aaaa8d32bad58ae8bb0166432,"['1-1530', '1-3246', '1-9071']"
0ddaa72a3af6374b3bdcb27018cffe5b4e5e0e1b28f8bdc15601a4a0af44204d,"['MLG68', '1-5687', 'MLG69']"
0ddb03e16cf8696e8c7f5735e19bd219874a52d604b8e3b24f77bd912d075ae7,"['1-6661', '1-6721']"
0de4122747330593d5c12d47708a4263607928208212ddc76813df320fe71ae9,"['1-5531', '1-5899']"
0de7244cf2457fd46629f2c8af20f0ddbda1979907bfb4840addd8597daa8bf7,"['1-0917', 'MLG03', '1-19755']"
0dec68429024a9384d3f7c3d9a5d09b18332ed8824953707b650cf0f68d7fb08,['1-18956']
0deec3ece274d2c00d5b85c12b62324c8eed7d00c80fe74c47fd5aa5a8577b05,['1-8928']
0deffdb638544a8c79d3fcd0d0fa7cfade37f8fdcd03376290f3e0165f35ab9d,"['1-3182', '1-20100']"
0df0a8f4c580d178c4f91491c107394d86cb81433dc40f086fe5fe03ad787fa4,['1-7720']
0df52d0b678bc13af05d83d79ff1ad21da120a5a5a1b378b5afc868c8c1049ca,"['1-3477', 'MLG37']"
0df6256e9527828b97695ec4e7340c534e89ac23a01204f3910ee5fab92ff505,"['1-7460', '1-19257', '1-11522']"
0dfaf04cd8b8b3c954f3695c507bb6616f98da21662ff87d1dea964e865db6b8,"['1-6568', '1-6569', '1-3056', '1-3186']"
0e00bc51611f1b388e299363dca000cdf373e3c2d0d5bc8fedd6057b63d33860,['1-6637']
0e01819e704d5fc7ddfd508667188ffb0991c6b138e8da92a5bd92134930e3f6,['1-7547']
0e08d46e7c7a2eee8f76d11b4ab55bd7bc61860478c4bad015d7f0f98c7a4480,"['1-4874', '1-9365', '1-3051', '1-4874', 'MLG30', '1-19755']"
0e0bf685e05d28a3b5ef4d572df3c86faef99e1982f7d84fa46f19da37bf358a,"['1-6684', 'MLG71', '1-7038']"
0e111ffec90a27adb5f1d0bf2fb1c8e403861ad9bfc05faad598a9f38b5bac53,"['1-8567', 'MLG02', 'MLG33']"
0e1648b07784e9647646bd9a1fc401b91b339985c6541e9b79301e7192268c8a,"['1-0691', '1-1530', '1-1633', '1-7302', '1-3117']"
0e1664abc51d1b1690bb2c3e2ceccb30cf1311b898f10b81d1d41c7942275564,"['1-1131', '1-3152']"
0e1b9e92aa36c86f33a913cbdcb50e2bc4b16805b6dfe6dbf569fe09820689c0,"['1-18045', '1-10919', 'MLG02']"
0e1ec14941de6a01b2b66326f9690b22407675ae19b3b7be004c8bf9ac420a6d,['1-8611']
0e23f205724e26cda42d39f67788660a7121eca683ba5800c91c28bf85d05da3,"['1-7430', '1-7723', '1-19121']"
0e2884a283299f0fa03196db5ea530755d465afd3090614be4539dc48f900bfc,['MLG30']
0e2c3484dcd81c37f688c313ee786a6c08b28f3d3170e8b48371e2b370647654,"['1-0708', '1-3523', 'MLG11']"
0e2d5103acbd4d24c312e9fe13d85cfbe6583e457030b89121111ecd196df5ac,"['1-0447', 'MLG15', '1-6727', 'MLG63']"
0e2d7017e6b8a69d2bdf63afa041e78d1454137f96e8e5f750a0d680dbc7a78b,"['1-8165', '1-3186', '1-3135']"
0e2ed727ae9b4b5c27d1ffb72878b85423857299b3df11648540e186e7f86947,['1-20065']
0e30efe6891aafe207894d1d2113bb2305bd4f3b87ee8df271f10f6b0216f1c6,['1-19755']
0e35b7da2760857a03bfcd6ea4878d7870f3c87a32dbf8b2dbee091af347087a,['1-8611']
0e3cb391b1ca99a801a58b5ea299cdb8aa63eb39aecc8797a1e2652fad311d71,"['1-0918', '1-6015']"
0e3e4897160f51914d04d0ce1dae50b251f5f2206f6f827c78aeb913a6f190a9,"['1-1633', '1-7172', '1-8681', '1-3051', 'MLG06']"
0e43321accd5d83fc1be94bb211fe4eb343b39f83050a85cd774550b8d7ac235,"['1-0708', '1-0916']"
0e43c010d349c1befe633d8ff0c9e2d61c1a34df99909611b2803d1668f3f12d,['1-7809']
0e44de30b290436c50850382d6b3d389eeea4004e52c1bf27d6d83c9c01f8a43,"['1-0691', '1-3026']"
0e46382bb3dc96d150196691fa335e69fb178c897a65e32d934fb8d639a9b60a,"['1-0917', 'MLG66', '1-1035', 'MLG06']"
0e4942e8c1b23ad85e346d4ee60a3a0d2bd260d54c83c294ffb6e2c3f6cd0a75,"['MLG02', '1-5228']"
0e4b0a474090e613a1948060d1a6684ebf391cce6f0c81cabdf5d110eecf1163,"['1-0916', '1-6727']"
0e4eb8feb8be72122c84db663249b0818bc7465ae631eab65915798ce76eaee9,['1-8300']
0e56258bba12ace9c3b917389176610d4ea927ad22725f47d881f1b20494d73f,"['1-1131', '1-1763', '1-1035']"
0e5721b26cce1e7fc4be34493a7293d35073fb161792948c7aa543b1811969b1,"['1-0454', '1-4874', '1-4874']"
0e5f8ec74e8bd46ca29e5a9b39185c27ff2e74e454abbb81a9a9f8f7c334a534,['1-9399']
0e6325219932a5f653bbc9b6e52c75f7d2aed7b97414454d542dd099d3b3cfe7,"['1-8019', '1-7302', '1-20068', 'MLG11', 'MLG06']"
0e6619b42dc31efb44eb555dfbf7255a0f7ea85be4b1557ceb23a50b6907fc2e,"['1-0691', '1-3717']"
0e6650820d6c1da969b06176c746d9f1a6f2094cf9fd3892f965e28c610f3d08,"['1-8165', '1-1166']"
0e6f05f23a2d007f14323c993d43e9f6e94f74e98c4393f59428de9362d3ce26,"['1-6569', '1-6727', 'MLG40']"
0e7181163b5395efc93e9dcee212062146fbf4ca2d1b2573f96db344d8c28f4e,"['1-7946', '1-8834', 'MLG06', '1-7971']"
0e71ad8f6ff52418885366ae887758be0d7433a92c0ba6a871f27642a7ff3939,"['1-2292', 'MLG70', 'MLG14', 'MLG63']"
0e7276af94cbcd004f5814697c1e5ed89686d2be980a0005161c0319f7405790,"['MLG67', '1-7901']"
0e7b186c427fbd31ed4b6a41598b44e26db804b15ab0f54cc208e4bd255dbaf1,"['1-2272', 'P1-6891']"
0e7f031e4f751ff5b31b9fbc879073c691eb9878ce79032a9b793c631ecaee65,['1-19755']
0e819def77f25a0be8d2658c00f926d52fcf6e428a39b335d8f965ed5cfd9b45,"['1-1466', '1-7656', '1-9543', '1-6029']"
0e83a592d881701fd6f5cb0a89ebbdac32c6df696951d68c39dc16217437f702,"['1-3026', 'MLG08']"
0e83d296cf9a20544d1b733a6449ffddc410bb49fbf012f961ff4e6c17416954,"['1-0691', '1-5635', '1-8165']"
0e8511aab99cc42380dfbc4b9e93c40a7055115000fdf95dcf52831b0d0d7bb7,"['1-1035', 'MLG03', '1-2028']"
0e855ea9e47b7204a2dc8b8de2dd59e1221567290b277670aeb644a37efbd02e,['1-19987']
0e87757f5cf22e1aadf39ff3f076585025fc2bca0efa56dc91a4817af58054a7,"['1-0708', '1-3037', 'MLG13']"
0e888191fe75609db3c9d8ac116b7953d9e59b76d183726c02751391edda8d41,['1-9341']
0e8d89992ab158eb2f259dbb162f701d9bc73c4f20fbcbbe58be71d71feb8385,"['1-7429', '1-9285', '1-11121', '1-1119']"
0e92b892418feaa71741f5788f4d3dec64afb17249a15e2180eff4f182d4baf4,"['1-8165', 'MLG02']"
0e93b7eb0869a26b7293718dfbb5f6e3bc694b89cd43e8e3a7eae8f1ea337bc1,"['1-6957', '1-19257']"
0e98a98b641a88f88823d198ed6e564876d62df20b3c49c734785f021d04a91b,"['1-5159', '1-19257']"
0e9a698d8ed7894aa3cb6e8731c5dc7879312ba5fbeaa28ed515cc3d05a9354e,"['1-3174', '1-7081', '1-7403', 'MLG58']"
0e9e0456099f360ca7196bac83652c0e0ef8ac497884875a586ce11699372e48,"['MLG03', '1-11189', '1-19987']"
0ea4d9eccc797d957fd6a8f7dddf0b17ed74d1eef951503ed1cdd396977cdfe7,"['1-6957', '1-6511', '1-11523']"
0ea4ef114b20c4ae5156470d6f1b98721ddd7edfbef3f54929518f3e0bad01b3,"['1-9291', '1-18412']"
0ea62c98ab1a415d0f3bceb8290837babab420b48aca274feb027443302db185,['1-3702']
0eab177f4203d2f98ef43ab7f8e0fe6e3c9a1cd760be5a48e9746f0607c1b06f,"['1-7464', '1-17970']"
0eb0de12d1e27c7d91392965f5d3f79185ad68ec5fe75c78e98397db9cd383b7,"['1-8613', '1-1136']"
0eb2fb090412dd81132dee7b05ddf124a93831b96476e3222f3e2b881f99ed2f,"['1-1712', '1-1176', 'MLG02']"
0eb3cf777e9d04e641e457ebc17eb08bf8c5938133bbf1f75e761cb1cb5a1ab8,"['1-4011', '1-7809', '1-6543']"
0eb8a36f127c342ea4d23ec6ae7f9d84a2e5aa90e250eeb6562dc0aac10bbb61,"['1-7430', '1-7899', '1-17970', '1-1763']"
0eb8c6de76f1b9deb0860563852280de673f1f26a471e9c9582706ab81ce5c84,"['1-4136', 'MLG43']"
0eb9cb745ca62430c53f135d6cdf3258d8bdf8025e95d388d7b4065b2de02ad8,"['1-0455', '1-11189']"
0ebfc7f2d73104a946f26cc7066ce4d2fae024c702f4bd5cebaa7bb0ac282469,"['1-1530', 'MLG82', '1-3026', 'MLG08']"
0ec31a927282762e453d447d3c96422226f775f9be99a46aa9e472d3e0d33561,"['1-7870', '1-7870', '1-3026', '1-3186']"
0ec728023dc55193166774b195a0194b40a398e14596f139306d80b2abd3ed59,['1-6953']
0ec818632f76ea8eefbf58da5fad1566be1155ffd4062643141f6482c7c2af0b,"['1-1530', '1-5109', '1-7306', '1-7625']"
0ec9fddb6ed311235d16ed4556939136a1f0d0b22b36b4bd25da918d656ae337,"['1-8567', '1-8718', 'MLG03', '1-19755']"
0ecd7df40e545f77a1fecd4c6da939c910a30622a82d08dd47dac52d2a28068c,"['1-3186', 'MLG33', '1-7302']"
0ecebca2a1f81072dac3478f11368bb41155cad35407aeb43c7af867884edf0a,['1-7910']
0ed0ffe8de2983bc912c95f838ec53a93b4fb27d543fc5d1f8fe405b8cdcabc8,"['1-8567', '1-1035', 'MLG03', '1-5228']"
0ed11d5f7538cf2e11bf93f36452935e0f0300c54ece6806ea874ff5ec5664bb,['1-8629']
0ed26e9a76996cbdba5d5bef43b902e12df30210fc73eeb77727d6e0d9f07272,"['1-0598', '1-8228']"
0ed50e1be4564b22c11f3bb5e4e78aff9690f94b03957f0e47754bb56638ff99,"['1-2272', '1-5642']"
0ed696d13eba9eeffec09db77a83df07c47f0f9bf4850f9931a87534b5030b4a,"['MLG02', '1-6678', 'MLG11']"
0ede0c9e18d0e1a3f493c14cf931794f3f27a36b6f707825da0b32f08fad5ff0,['1-17959']
0ee30445f1eced5d94dad5e613a28db388775dafd5ebb31754242d1840b1f993,"['1-2485', '1-2829']"
0ee3d0b05ec0b65fe2f4510e73e1a56b173ceaad211165d520f3d61f6de84964,"['MLG03', '1-6492', '1-6494', 'MLG15', 'MLG82']"
0ee4208dc5d11375bbc4f5cf5ba43a2bbf1744c41a5b64820f62c916972715e5,"['1-6249', '1-9197', '1-3026', 'MLG08']"
0ee69a39c6483a2ca73f093b5b8c5e08bef6072b9c42aaec85cfdcf5d9b34d76,['1-6511']
0eeb8e200a031416b286820624184f637041b6e0198844e9d2df4551a7341f58,"['1-0708', '1-7518', 'MLG62', '1-5140', '1-8681']"
0ef1f712e3081825c5f025c3662464237bddfc3e41f039cb2eb31c525f8e8fb8,"['1-5686', '1-6501', '1-6506', '1-6764', '1-7038']"
0ef8029c78a52324b2720d815219b565c6227e636458f5eec3c5270234e22a28,"['1-7636', '1-7107', 'MLG69']"
0f0399e61b09dd818f97a9a0224968e8bc0c5dd19ad52029012ec9d1fd2733d6,"['1-5635', '1-7462', '1-6569', '1-19257']"
0f03ffb894933fd6c171717dcdf4770f011e9ea47049d2817ef273fe15e3106c,"['1-7946', 'MLG66', '1-3026', '1-8754']"
0f04eb1938b6f0fe6b86e79c938491b0680549088eb79c42cf2623164fd0cdc0,"['1-1530', '1-1633', '1-6957']"
0f0a57fc0e657d25ee9e5796123a39dedbdce7c6895761468e8c1020a90bcea8,"['1-0691', '1-3174', 'MLG30', '1-7302']"
0f0b27dad9756b6318c6dc0aa52079949c56b76993b529cdfa02fb5e1bc80b53,"['MLG66', '1-3186', '1-1035', 'MLG02', '1-6568']"
0f0db21d727685fda6fa8a3310f8b485c447dcfea0c62cd9ec37a29657a8e279,['1-3509']
0f0ee68c5ff9022450aff9c1a5413a33c1caf135bfbc94985f403f42a25c38de,['1-6953']
0f10126c95544b81a7e9cbcd352548d45a039dd95522e521533ffd3cb384e948,['1-7430']
0f1a38874af4a015da10cef5dd61e3af7987ddca0c0222f1db8aa6f03ae4b1a1,"['1-5568', '1-8165', 'MLG64', 'MLG14', '1-19755']"
0f1da512ffe70727a40027690a89cbab1e03b1e771bfb41fe0af10dd9f18fea8,"['1-2742', '1-9294', '1-7187', 'MLG64']"
0f1f4961715175213511c0b748b99f81f1c88213c87f40035df4772f2ac0ab46,"['1-2272', '1-8545']"
0f1f52c44aff499839c2ead1cc7edccb31cbdd7abccf1dbc58b4b4dda39caed6,['1-6496']
0f27296619e96f567bdbdd712d08fcbad6665448a0d321ca11e6b5bc04d9567c,"['1-7655', 'MLG57', '1-8611']"
0f2e18670f36cb71d57d91bf0b9c36ff50e14969dab9160318a53c1080fc0d98,['1-4766']
0f305d995ee5344930f37f359dfeca5de31e310431692e6886d222c51bb2ad06,"['1-7946', '1-8753', '1-8753', '1-8611', '1-19755']"
0f31b3e126cef6db9d9bc5ed9e5b4e89d3ff68dc0ab97a2f3424d2f7a33f66c3,"['MLG63', '1-6569', '1-3523']"
0f35e1aa9630102069bd0380471068ea71df15cc9a8c75c3431a78ccb5723fbf,"['1-8702', '1-3152']"
0f36d658d3865d033edfd82aa8d9adb07f0f80a51381d25ecafab83479399419,"['1-5185', 'MLG68', '1-7636']"
0f390a2a1c73acd05b34cbc34de19855a1e59e860d484c92333fa97485f75432,"['1-2272', '1-8019', '1-3056', 'MLG63']"
0f3cf68ec7c439322e3eb8e8eb8d21e5a7fd129744b82e533d960bf07229b81a,"['1-1035', '1-3186']"
0f4135c16a3cc4a91b44883ab9de64b55d75b2110c2c5c67020e2715beb1cf94,"['1-8916', 'MLG82']"
0f457ee9231691b2187503bb50abfa3dce9480a7428b11faaaed2a9ba2ccbedb,['1-2485']
0f45b746fffcab88adc59f73ecc1d6b962e9d443ed6d535c0eca18522c4dd5a3,"['1-6568', '1-6569', '1-7302']"
0f4879fc2845f3aaac9c58782170ec8123127046187ba816202580599f8d4cc7,"['1-1035', 'MLG03']"
0f48a6283f391a8ff7f642afdc6396b68e6c1e01096324c3ded66d7ce55dc384,"['1-7711', '1-3364']"
0f48af8f064cb11b2f9c8706941069d43be8d3146e99056dfbb947d4799b29a7,"['1-19891', '1-3037']"
0f4ad2585a8de590d67e557ccc76ae026c1be3f5de08f7ceb3415d0e139407d0,"['MLG68', '1-5687']"
0f4ad3e709ccf0630b9e9e98cc67561c7679d907b796f100bae2f01af9fbb95e,"['1-0708', '1-5159', '1-8090', '1-8611', '1-11523']"
0f4e18105d720b11ff8b413e01255d77c6293d01f87aeb411a7a366d6cd04568,['1-8628']
0f52d4a3d2e46416245c387e754566f3fa3b339ae6439c30d0a80082937eea2d,['1-8611']
0f53fde384a5398f33d20069200b5686b75a63877c94cb7eb647556d30130d45,"['1-1466', 'MLG63', '1-8545']"
0f54991d0faece9c553e5905d1c5d61a3eceffbc97a997e6172bc68e0cb7895b,"['1-1687', '1-3152', 'MLG03', 'MLG06', '1-3056']"
0f575ca4dd652442021bfe3b41f8307f1f2fed3250f99fbaf7028f610a5350cb,['1-7187']
0f597efd08fc1e2eef74bb4d58194045eb302151c6d3bab377953b642a27d23d,"['1-7462', '1-9100', '1-3496', '1-8611', 'MLG13']"
0f5c128ad620584420ebf810600ef664ff8fcae663b4b6c93dc6f5be723b3578,"['1-7449', '1-9586']"
0f6662f51c3fe5966d89d3743392f9e489a03ca702932792b83ac8064ffef838,"['1-8564', 'MLG03', 'MLG62']"
0f6667dab66852c1588f984b70f14f642707bbd568ded78bbab4ee49c2257a58,"['1-7901', 'MLG78', '1-5228']"
0f68b1419abac04a56a09fcc3d124f7eb081398aaddf23f0d710b9c4c78ae2d1,['1-7539']
0f72c34daa457d00930b6af3def05557a6a358de0beef133cf8a657d161c8a99,"['1-1530', '1-6727', 'MLG74', '1-7302']"
0f72c776b16f3b3c892ebb21e1adeb4223bbef1dddb1772b500f31272e9b1cf2,"['1-7403', '1-8564', '1-12345', '1-7872']"
0f740561a3afb1291c9697d237507ee71fb501303b9da702c3388319f991aa94,"['1-8567', '1-1152']"
0f7db832668561da840c21bef6a3d7e685be030c02c118d1590709463b6fcbae,"['1-1530', 'MLG67']"
0f7e06523d4edf945fce5bf02a01f0fb62d11db869c99a604a4da24617756275,"['1-7332', 'MLG14', 'MLG63']"
0f80b65914c80c4331b1f059e51d1f9d0f721c94c1d36e574a70e763f284829c,"['1-8371', 'MLG73', '1-8480']"
0f8e14cfe0b8f1c52b0e003525096379a7d245dd2b6db1ce6dc5c0512049fc50,['1-7476']
0f91df0d3a479c622ab371ae6d340c9eaefa943eb968fc8cf04230acb6e77cac,"['1-7518', '1-8165', '1-3162']"
0f9240a1bf097fffc25bec9de75c1e0a992913fe1f7495c35890a2d73eaf089b,"['1-2292', 'MLG64', 'MLG14', '1-9600']"
0f98f1a6945a6f1bba1786b9ff265ea347785f1dc84303c23cc32dcce6772023,"['MLG58', '1-9114', '1-9340']"
0f991eac57b27a6fad05aedd8a5379f27fb251b1e049ab3b881c7ee4029c734e,"['1-3037', 'MLG09', 'MLG06']"
0f9c165468373e8f410fcf7bc7fe577f3b5f92e6b42fa1ba8fcbe8e348bf0270,['1-6637']
0fa0454d413c92582f054911be593a9337831a6fe7dfa4e919a8b6e9b05391f9,['1-9071']
0fa38774a0bfef5b7332818f8f7da12014e964523da3d655b95d80d8ab26c90a,"['1-0708', '1-2292', 'MLG70', 'MLG64']"
0fac0f88da082399bbfe13b3abea416716fbcd3efd93b81bf35c75f0238b23aa,"['1-8284', '1-8484']"
0fb08b916d2fb9478829eec3cc6335c359318b44a7a6c5f1a6b0dac5cce957a0,"['1-1070', '1-3026', '1-18507']"
0fb4eb5c8ccc098c40038f3cc5dcbf9f44d52e94b6685749589f6a7a1fe0e7ad,"['MLG03', '1-7872', 'MLG62']"
0fb7aea085f7395c04759e1592fe297ec32e49e28a2d17d20b096a6fc1a7e8e0,"['1-5635', '1-7462', '1-6957', 'MLG14']"
0fbb4923495ca175650cdee0b33bc0b9bd72c8deb5222429ff884906a7f9149c,"['1-0984', '1-8121', '1-19121', '1-3056']"
0fbc5aa236c63df269b00421c4ffac125bc7f208cd320997c9c32eff22eb42a9,"['MLG62', 'MLG03']"
0fc11562465af9d30bf9ca8a4c98cd3361cddc577f2440b42cf1de34dc43ed87,['MLG58']
0fc7fee8c6aeff709f7369366e158871de2b2d90f914f43c9d2097edc18aa6b6,"['1-5531', '1-7733', '1-3026']"
0fd1369a93310eceb2d56191c4fcfce3ab10cd600e08e3cd88e47b476169e52f,"['1-1131', 'MLG62']"
0fd2f651c51d77f42b95e39c0dc3e53b675e6e5df11c13ea6a2fab8edd7dd257,"['1-0918', '1-5635']"
0fd55b136baab440f41d5774fb4f65bc058a56116fc83a8ebb42d50eb873f056,['1-8371']
0fd6bce3b6a716df535ef6a5052161972994c7a7135efe56533d30af58e0c434,"['1-8368', '1-9340', '1-6957', '1-3733']"
0fd884a66bd3931983045cc44ec48e8decb2213ae2a617ca2911bb442a44e069,['1-7943']
